val_idx,subset,pred_stage4,pred_stage5
4881,Eng_Uga,"Yes, in many places, you can see a doctor confidentially about sexual health issues.","Yes, it helps them provide the best care for you, and they keep everything confidential!"
4884,Eng_Uga,"Syphilis can be categorized according to the stages. The stages of syphilis are: primary, secondary,","The disease has been divided into stages on the basis of clinical findings, which guide treatment an"
4892,Eng_Uga,Bullying or harassment due to puberty-related changes is unacceptable and should not be tolerated. H,"Intervene if you can do so safely, or get help from a trusted adult or authority figure, as it’s imp"
4896,Eng_Uga,When a person with HIV is on effective antiretroviral therapy (ART) and has achieved and maintained ,"Yes, the viral load of a person living with HIV plays a crucial role in their ability to transmit th"
4898,Eng_Uga,Syphilis tests screen for and confirm syphilis by looking for certain cells that fight against infec,You should get tested for syphilis if you have symptoms of syphilis or if your sexual partner was re
4904,Eng_Uga,Chlamydia infections also known as Chlamydial Genitourinary Infections spread through sexual contact,"There are many STIs—including chlamydia, gonorrhea. Primarily hepatitis B, HIV, and syphilis can als"
4905,Eng_Uga,"Engaging in sexual activity with a young girl or anyone else, regardless of age, without the use of ",Recent advances in antiretroviral therapies (ARTs) have resulted in the development of several highl
4906,Eng_Uga,It is improtant that you tell every partner that you have intimate sexual relations with after you a,Have an honest talk with your partner once you are confirmed with syphilis. it will be helpful to bo
4913,Eng_Uga,"Engaging in unprotected sex with multiple partners, especially when there is a potential risk of HIV",If you find yourself in a situation where you are tempted to engage in sexual activity but wish to a
4914,Eng_Uga,"Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes is a highly contagious disease. I","HSV-1 is mainly transmitted via contact with the virus in sores, saliva or surfaces in or around the"
4915,Eng_Uga,"feeling ill or generally unwell (malaise),",a skin rash with pink or red spots that become filled with pus
4916,Eng_Uga,Sharing detailed information about HIV with your partner can reduce negative reactions and help reas,"Yes, being honest is important because it shows you care about their health too."
4917,Eng_Uga,Uncomplicated Chlamydia also known as Chlamydial Genitourinary infection can be easily cured with an,The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to no
4921,Eng_Uga,Experiencing joint pain during or after sexual activity is not a common or typical symptom of sexual,"Pain during sex can be caused by dryness, infections, anxiety or tight muscles, certain medical cond"
4922,Eng_Uga,You may need to test for syphilis if:1.	You or a sexual partner have symptoms of syphilis2.	Your sex,It is recommended to get a comprehensive STI screening at least once a year if you are sexually acti
4923,Eng_Uga,"No, it is not true that being HIV positive means you will definitely die. HIV (Human Immunodeficienc","No, having HIV (Human Immunodeficiency Virus) does not mean that you will inevitably die from the vi"
4925,Eng_Uga,"Genital Herpes or Herpes Simplex Virus (HSV), also known as Herpes is caused by two types of herpes ","Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes is an STI caused by two types of "
4932,Eng_Uga,"Genital Herpes or Herpes Simplex Virus (HSV), also known as Herpes originated and evolved in Africa ","In 2013, hepatitis B was thought to have originated in birds. Then in 2015, fish were thought to be "
4936,Eng_Uga,"Genital herpes or Herpes simplex virus (HSV), known as herpes, is a common infection that can cause ","Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes is a highly contagious disease. I"
4937,Eng_Uga,"An infection caused by a germ through playing sex. They can also be transmitted through pregnancy, c","This is an antibody test that can be done by yourself at home or in a private setting, and you typic"
4938,Eng_Uga,The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to ab,The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to no
4941,Eng_Uga,Chronic HepatitisLiver CirrhosisLiver FailureLiver Cancer (Hepatocellular Carcinoma)Immune Complex D,Hepatitis B is a viral infection caused by the hepatitis B virus (HBV) that attacks the liver and ca
4942,Eng_Uga,A chlamydia also known as Chlamydial Genitourinary infection test detects the bacteria that cause ch,"A chlamydia test detects the bacteria that cause chlamydia, a sexually transmitted infection (STI) s"
4944,Eng_Uga,A Urinary Tract Infection (UTI) and a Sexually Transmitted Infection (STI) are not the same.  A STI ,"Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes does not directly cause infertili"
4946,Eng_Uga,It is not inherently wrong to date or be in a relationship with a person who is living with a sexual,"An HIV-infected person can be infectious at any stage of HIV infection, including during the acute, "
4951,Eng_Uga,"Gonorrhea is a common, preventable and curable bacterial sexually transmitted infection that affects",Gonorrhea is a common preventable and curable bacterial Sexually Transmitted Infection that is sprea
4952,Eng_Uga,"A Chlamydia test detects the bacteria that cause Chlamydia, a sexually transmitted infection (STI), ",Chlamydia or Chlamydial Genitourinary Infection is a common sexually transmitted infection that affe
4957,Eng_Uga,"You may need to test for Syphilis if you or a sexual partner have symptoms of syphilis, if your sexu",Syphilis is a Sexually Transmitted Infection (STI) that is treatable with medication. It is caused b
4958,Eng_Uga,"Using condoms during sexual intercourse has several effects, both positive and protective, which con","Warm water does not protect againt Genital herpes or Herpes Simplex Virus (HSV), also known as Herpe"
4960,Eng_Uga,"No, Herpes or Herpes Simplex Viruses do not cause Cervical Cancer. Cervical cancer is caused Human P","Within itself, cancer is not a sexually transmitted disease. There are however some STDs that increa"
4965,Eng_Uga,The reasons why some individuals who are aware of their HIV-positive status continue to engage in be,HIV (Human Immunodeficiency Virus) can affect a person's life expectancy if left untreated or poorly
4966,Eng_Uga,"""Chlamydia, also known as Chlamydial Genitourinary infection, is a common STI among men and women. I","In people with testes, infertility is less likely to be caused by gonorrhea. However, untreated gono"
4967,Eng_Uga,Human immunodeficiency virus is an infection that originated in animals and passed into human hosts.,"The disease Genital Herpes or Herpes Simplex Virus (HSV), also known as Herpes originated and evolve"
4969,Eng_Uga,Chlamydia infections also known as Chlamydial Genitourinary Infections spread through sexual contact,"Chlamydia infections, also known as Chlamydial Genitourinary Infections, spread through sexual conta"
4974,Eng_Uga,If you have had sexual intercourse and suspect that you may have contracted a sexually transmitted i,"Don't freak out; schedule an appointment with a healthcare provider immediately, stay calm, and talk"
4975,Eng_Uga,Herpes can only be diagnosed at a health centre. You cannot test for it at home or using any radiolo,Herpes can only be diagnosed at a health centre. You cannot test for it at home or using radiologica
4977,Eng_Uga,"Yes, it is absolutely possible to live with HIV (Human Immunodeficiency Virus). HIV is a manageable ",There is no scientific evidence to support the claim that herbs or herbal remedies can cure HIV (Hum
4979,Eng_Uga,The best way to protect yourself from HIV is to abstain from having sex. However if you cannot absta,"The best way to protect yourself from HIV is to abstain from having sex. However, if you cannot abst"
4982,Eng_Uga,Human immunodeficiency virus is an infection that orignated in animals and passed into human bodies.,HIV is a virus that attacks and weakens the human body's immune system.
4988,Eng_Uga,"HSV-1 is mainly transmitted via contact with the virus in sores, saliva or surfaces in or around the","Genital herpes or Herpes Simplex Virus (HSV), also known as Herpes  is a sexually transmitted infect"
4989,Eng_Uga,"You may need to test for Syphilis if you or a sexual partner have symptoms of syphilis, if your sexu",You may need to test for syphilis if:1.	You or a sexual partner have symptoms of syphilis2.	Your sex
4991,Eng_Uga,A chlamydia also known as Chlamydial Genitourinary infection test detects the bacteria that cause ch,A chlamydia also known as Chlamydial Genitourinary infection test detects the bacteria that cause ch
4994,Eng_Uga,The symptoms for HIV in the initial phase of the disease (a few weeks to months following infection),White blood cells of the human body fluids are the primary location of the HIV. These cells are the 
4997,Eng_Uga,"First, consult your health worker/doctor/clinician, although the treatment for Trich/Trichomoniasis ","Currently, there's no medicine available for acute hepatitis B. If you have mild symptoms, your doct"
5011,Eng_Uga,"Yes, with appropriate medical care and interventions, an individual who is living with HIV can give ","Yes, it is possible for two HIV-positive parents to give birth to an HIV-negative child, but it requ"
5012,Eng_Uga,"Gonorrhea can be traced back to the earliest records of the human race. The Romans, Jews and Arabs a","Gonorrhea can be traced back to the earliest records of the human race. The Romans, Jews and Arabs a"
5016,Eng_Uga,Human immunodeficiency virus is an infection that orignated in animals and passed into human bodies.,Human immunodeficiency virus is a zoonosis – an infection that originated in animals and passed into
5020,Eng_Uga,Chlamydia or Chlamydial Genitourinary Infection is a common sexually transmitted infection that affe,Chlamydia or Chlamydial Genitourinary Infection is a common sexually transmitted infection that affe
5021,Eng_Uga,The only way to completely avoid STIs is to not have sex through the private parts and the mouth. If,"The only way to completely avoid STIs is to not have vaginal, anal, or oral sex. If you are sexually"
5022,Eng_Uga,Chlamydia or Chlamydial Genitourinary Infection is a common sexually transmitted infection that affe,Chlamydia or Chlamydial Genitourinary Infection is a common sexually transmitted infection that affe
5024,Eng_Uga,"If you start your period when you're not at home, don't worry! Here's what you can do: If you have a",How often you should change your menstrual products depends on your flow: Pads: Change your pad ever
5025,Eng_Uga,In Women:1.	Increased Susceptibility to Other STIs:o	HIV: Women with trichomoniasis are more suscept,In Women:1.	Increased Susceptibility to Other STIs:2.	Complications During Pregnancy:3.	Pelvic Infla
5029,Eng_Uga,"Lubes are not all the same. There are no standard formulations, and certain lubes can cause irritati","Lubes are not all the same. There are no established lube forms, and certain lubes can cause itching"
5030,Eng_Uga,You should consider doing a Herpes test when you have genital symptoms that could be related to herp,Herpes can only be diagnosed at a health centre. You cannot test for it at home or using any radiolo
5032,Eng_Uga,"Yes, HIV (Human Immunodeficiency Virus) can affect a person's mental health in various ways. The imp",HIV (Human Immunodeficiency Virus) infection does not have specific outward physical characteristics
5033,Eng_Uga,"Trichomoniasis or trich is tested using several methods, which can involve laboratory tests to detec",There are several laboratory testing methods for Trichomonoiasis and these include 1. Microscopic ex
5034,Eng_Uga,"No, Genital herpes or Herpes Simplex Virus (HSV), also known as Herpes can affect both men and women",Herpes can only be diagnosed at a health centre. You cannot test for it at home or using any radiolo
5037,Eng_Uga,"A chlamydia test detects the bacteria that cause chlamydia, a sexually transmitted infection (STI) s","Yes,  a blood test can detect whether a person is HIV positive or HIV negative and it is recommended"
5039,Eng_Uga,"There could be many reasons, like stress or anxiety, and it’s totally normal; talking to someone can",The perception that sex is becoming a more prominent aspect of contemporary lifestyles can be attrib
5041,Eng_Uga,The only way to completely avoid STIs is to not have sex through the private parts and the mouth. If,"The only way to completely avoid STIs is to not have vaginal, anal, or oral sex. If you are sexually"
5043,Eng_Uga,"The only way to completely avoid STIs is to not have vaginal, anal, or oral sex. If you are sexually",The only way to completely avoid STIs is to not have sex through the private parts and the mouth. If
5045,Eng_Uga,The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to ab,"The only way to completely avoid Chlamydia, also known as Chlamydial Genitourinary infection is to a"
5047,Eng_Uga,"No, you can't catch STIs from towels; they mostly spread through sexual contact.","Yes, STI can be transmitted through any form of sex including using the mouth. The chances of spread"
5050,Eng_Uga,Chlamydia also known as Chlamydial Genitourinary infection is a common STI that can cause infection ,If you have had sexual intercourse and suspect that you may have contracted a sexually transmitted i
5054,Eng_Uga,"Hormones are like messengers in your body. During puberty, they play several important roles: They t",Hormones can influence your sexual feelings and desires during puberty. For example:  Estrogen: This
5055,Eng_Uga,If you have had sexual intercourse and suspect that you may have contracted a sexually transmitted i,"Engaging in sexual activity without a barrier method, such as a condom, is often referred to as havi"
5056,Eng_Uga,Gonorrhoa is caused by a bacteria called Neisseria Gonorrhea. Bacterial infections are treated by us,"Gonorrhea is classified according to what part of the body is affected (urogenital, extragenital and"
5061,Eng_Uga,Men may notice:1.        Itching or irritation inside the penis2.        Burning after peeing or eja,"Gonorrhea may affect women and men differently. In women, it may show little to no symptoms for long"
5065,Eng_Uga,The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to no,"The only way to completely avoid Chlamydia, also known as Chlamydial Genitourinary infection is to a"
5072,Eng_Uga,The risk of contracting HIV (human immunodeficiency virus) through sexual activity depends on severa,Be honest and open by sharing your feelings while also listening to their thoughts.
5075,Eng_Uga,All adults with Gonorrhea are treated with antibiotics. Ceftriaxone antibiotic is the most recommene,Gonorrhoa is caused by a bacteria called Neisseria Gonorrhea. Bacterial infections are treated by us
5076,Eng_Uga,"Gonorrhea may affect women and men differently. In women, it may show little to no symptoms for long","Gonorrhea may affect women and men differently. In women, it may show little to no symptoms for long"
5077,Eng_Uga,Engaging in sexual activity with someone who is living with HIV/AIDS does carry a risk of HIV transm,"If you have engaged in sexual activity with someone you suspect or know to be HIV-positive, it's ess"
5078,Eng_Uga,Uncomplicated Chlamydia also known as Chlamydial Genitourinary infection can be easily cured with an,"Active TB can almost always be cured with antibiotics. For pulmonary TB, antibiotics are usually tak"
5080,Eng_Uga,While there are preventive measures and medications that can significantly reduce the risk of contra,Engaging in oral sex carries a lower chance of getting infected with HIV as compared to other forms 
5081,Eng_Uga,"Yes, there is cure for syphilis. The standard approved treatment for syphilis is Penicillin G. There",Penicillin Antibiotics when administered appropriately and in right dose is very effetive in treatin
5087,Eng_Uga,"A Chlamydia test detects the bacteria that cause Chlamydia, a sexually transmitted infection (STI), ","A chlamydia test detects the bacteria that cause chlamydia, a sexually transmitted infection (STI) s"
5089,Eng_Uga,"Hepatitis B is transmitted when blood, semen, or another body fluid from a person infected with HBV ",HIV/AIDS is not passed by mosquitoes or other insect bites. When they bite they do not inject blood.
5090,Eng_Uga,Super gonorrhea is a term used to describe strains of the bacterium Neisseria gonorrhoeae that have ,Super gonorrhea is a term used to describe a strain of the bacterium Neisseria gonorrhoeae that has 
5091,Eng_Uga,The circumstances behind the appearance and rapid spread of Syphilis through Renaissance Europe (bet,The circumstances behind the appearance and rapid spread of Syphilis through Renaissance Europe has 
5094,Eng_Uga,Pre-Exposure Prophylaxis (PrEP) is highly effective at preventing HIV when used correctly and consis,The best way to protect yourself from HIV is to abstain from having sex. However if you cannot absta
5095,Eng_Uga,"There have been multiple attempts to develop syphilis vaccine, but upto date there is no approved va","Syphilis is an STI, it does not run in families, however, it can be transmitted from mother to child"
5096,Eng_Uga,It's always good to talk to a health professional about any changes you're noticing.,"Struggling with body image during puberty is common, given the rapid changes your body is undergoing"
5099,Eng_Uga,"Gonorrhea is a common, preventable and curable bacterial sexually transmitted infection that affects",Gonorrhea is a common preventable and curable bacterial Sexually Transmitted Infection that is sprea
5100,Eng_Uga,"You can obtain contraceptives from various places including family planning centers, pharmacies and ","The use of contraceptives, when used correctly and as prescribed by healthcare professionals, is gen"
5102,Eng_Uga,"No, gonorrhoea is a different from chlamydia, though both of them are sexually transmitted infection",Gonorrhea and Chlamydia are sexually transmitted infections. It is possible to have both infections 
5104,Eng_Uga,"HSV-1 is mainly transmitted via contact with the virus in sores, saliva or surfaces in or around the","Hepatitis B is primarily spread when blood, semen, or certain other body fluids – even in microscopi"
5108,Eng_Uga,If an individual receives positive results for an HIV test but has difficulty accepting or believing,"If you test HIV positive, your healthcare provider will communicate the results with sensitivity and"
5109,Eng_Uga,"Majority of STIs can be treated medically although not all can be cured. Chlamydia, Gonorrhea, Syphi",Penicillin Antibiotics when administered appropriately and in right dose is very effetive in treatin
5110,Eng_Uga,"""Currently, Hepatitis B has no medication; treatment depends on whether it is acute (short-term) or ",Hepatitis B is an infection of the liver caused by Hepatitis B virus (HBV) that is transmitted when 
5113,Eng_Uga,"Identifying whether someone has engaged in sexual intercourse is a private and personal matter, and ","Be honest and clear about your feelings, and don't let anyone pressure you into staying in a relatio"
5114,Eng_Uga,"It's common for body shape to change during puberty, and it can take some time to adjust to these ch","Struggling with body image during puberty is common, given the rapid changes your body is undergoing"
5117,Eng_Uga,"Yes, women with untreated syphilis stand a risk of passing the disease to their unborn children duri","Getting the disease Herpes of the private parts during pregnancy has been linked to abrupt abortion,"
5118,Eng_Uga,It’s normal to be nervous about having the talk because everyone reacts differently. But it’s best f,"Yes, it’s important to be honest with your partner about your health to protect each other and show "
5125,Eng_Uga,"Gonorrhea is classified according to what part of the body is affected (urogenital, extragenital and",Gonorrhea is classified according to part affected or according to its responsiveness to treatment. 
5128,Eng_Uga,You can get syphilis by having direct contact with a syphilis sore. The contact can occur during any,Syphilis develops in stages. The symptoms vary with each stage. But the stages may overlap. And the 
5129,Eng_Uga,If you have treated for Gonorrhea and you don't get better you may need to be retested to see if the,"Gonorrhea may affect women and men differently. In women, it may show little to no symptoms for long"
5130,Eng_Uga,"Yes, birth control prevents pregnancy but does not protect against STIs, so always use condoms for p","Yes, several types of pills can be used to prevent pregnancy. The most commonly known and widely use"
5137,Eng_Uga,"Feeling embarrassed or ashamed about puberty-related topics is common due to societal taboos, lack o","Yes, it's very normal to feel self-conscious about your changing body during puberty. Your body is g"
5139,Eng_Uga,"A chlamydia test detects the bacteria that cause chlamydia, a sexually transmitted infection (STI) s",A chlamydia also known as Chlamydial Genitourinary infection test detects the bacteria that cause ch
5141,Eng_Uga,"Yes, HIV (Human Immunodeficiency Virus) can affect a person's mental health in various ways. The imp","""A diagnosis of HIV/AIDS can have a profound emotional impact on individuals and can affect their me"
5143,Eng_Uga,"Yes, this is known as drug resistance and also referred to as antimicrobial resistance. this happens",The most appropriate antibiotc therapy for gonorrhea should be recommended by the primary physician 
5149,Eng_Uga,Chlamydia or Chlamydial Genitourinary Infection is a common sexually transmitted infection that affe,"Chlamydia also known as Chlamydial Genitourinary Infection often has no symptoms, but it can cause s"
5150,Eng_Uga,"Gonorrhea is a common, preventable and curable bacterial sexually transmitted infection that affects",Gonorrhea is a common preventable and curable bacterial Sexually Transmitted Infection that is sprea
5157,Eng_Uga,"The number of HIV tests you should have to be sure of your HIV status can depend on various factors,","Yes, a blood test can detect whether a person is HIV positive or HIV negative, and it is recommended"
5161,Eng_Uga,Acute hepatitis B infectionAcute hepatitis B is a short-term illness that occurs within the first 6 ,People with hepatitis B infections present varying symptoms. In acute phase (new onset of the infect
5167,Eng_Uga,Engaging in safe sex when one partner is HIV-positive (living with HIV) and the other is HIV-negativ,"Discovering that your partner is HIV-positive can be emotionally challenging, but it's important to "
5171,Eng_Uga,It's difficult to prevent TB because it can be passed on through the air. If you have HIV and someon,HIV (Human Immunodeficiency Virus) is challenging to cure for several reasons: its retrovirus nature
5172,Eng_Uga,"Most people with Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes have no symptoms","If STIs go untreated, they may result in complications such as pre-term birth, risk of infertility, "
5179,Eng_Uga,The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to no,The best way to prevent hepatitis B is by getting vaccinated             To reduce the risk of getti
5183,Eng_Uga,It is unclear what the origins of the organism Chlamydia trachomatis are. The organism causes both T,It is unclear what the origins of the organism Chlamydia trachomatis are. The organism causes both T
5188,Eng_Uga,"Hepatitis B is primarily spread when blood, semen, or certain other body fluids – even in microscopi","Financial pressure, peer pressure, availability of Antiretroviral drugs (ARVs) that keep people livi"
5190,Eng_Uga,"No, it is not true that having one abortion will prevent a person from bearing a child in the future","The decision to have an abortion is deeply personal and complex, and it's influenced by various fact"
5192,Eng_Uga,Uncomplicated Chlamydia also known as Chlamydial Genitourinary infection can be easily cured with an,The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to no
5193,Eng_Uga,"Gonorrhea may affect women and men differently. In women, it may show little to no symptoms for long","If STIs go untreated, they may result in complications such as pre-term birth, risk of infertility, "
5194,Eng_Uga,"If you are diagnosed with syphilis, you need to tell anyone you've had sexual contact with so that t",Syphilis is treatable and curable. People who suspect they may have syphilis should speak to their h
5195,Eng_Uga,Syphilis is treatable and it heals. People who suspect they may have syphilis should speak to their ,Syphilis is a Sexually Transmitted Infection (STI) that is treatable with medication. It is caused b
5197,Eng_Uga,"Most people can have an STI without having symptoms of disease. However, some of the signs and sympt","Signs of a sexually transmitted infection can include unusual discharge, itching, burning during uri"
5198,Eng_Uga,It is important to have a discussion about safe sex as a couple. Even if the discussion is difficult,"Yes, in many places, you can see a doctor confidentially about sexual health issues."
5200,Eng_Uga,"There is a good vaccine that helps stop people from getting Hepatitis B, which can be given to both ",There is an effective vaccine against hepatitis B which helps prevent the acquiring of the virus. Th
5205,Eng_Uga,"Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes is an STI caused by two types of ","While some people with Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes will never"
5207,Eng_Uga,The organism Trichomonas vaginalis belongs to a group of Protozoa that are believed to have orginate,The organism T. vaginalis belongs to a group of protozoa that live in animals and humans. It origina
5208,Eng_Uga,"As of 2025, there are currently there are no licensed vaccines against either type of the Genital He","As of 2024, there is currently no licensed vaccine to prevent infection with Gonorrhea anywhere in t"
5209,Eng_Uga,Human immunodeficiency virus is an infection that orignated in animals and passed into human bodies.,"Yes,  a blood test can detect whether a person is HIV positive or HIV negative and it is recommended"
5213,Eng_Uga,1. Urogenital trichomoniasis  2. Oral trichomoniasis. 3. Rectal trichomoniasis,"1.	The only way to avoid STIs is to abstain from sex (not have vaginal, anal, or oral sex).2.	If you"
5215,Eng_Uga,"Yes, the use of condoms is highly recommendable during sexual activity, especially for individuals w",It is certainly not a must to get tested for HIV. Choosing to get tested is a personal decision that
5216,Eng_Uga,Syphilis is treatable and curable. People who suspect they may have syphilis should speak to their h,"""Aqueous benzyl penicillin or procaine penicillin is recommended in infants with confirmed congenita"
5219,Eng_Uga,Human Immunodeficiency Virus is an infection that originated in animals and passed into human bodies,Human immunodeficiency virus is an infection that orignated in animals and passed into human bodies.
5220,Eng_Uga,"Surviving and managing HIV/AIDS is entirely possible with proper medical care, treatment, and lifest","Managing HIV involves a comprehensive approach that includes medical care, a healthy lifestyle, and "
5224,Eng_Uga,Chlamydia infections in humans are categorized depending on the mode of spread of the disease-causin,Chlamydia infections in humans are categorized depending on the mode of spread of the disease-causin
5227,Eng_Uga,"There are two known types of HIV; HIV-1 and HIV-2.Overall, HIV-1 is the leading type of HIV througho","Yes, several types of pills can be used to prevent pregnancy. The most commonly known and widely use"
5229,Eng_Uga,"Yes, some STIs can cause long-term effects, so it's important to get treated and monitored.","Stress can mess with your hormones and libido, which might affect your sexual health."
5240,Eng_Uga,"Gonorrhea may affect women and men differently. In women, it may show little to no symptoms for long","Gonorrhea may affect women and men differently. In women, it may show little to no symptoms for long"
5241,Eng_Uga,"Syphilis can be categorized according to the stages. The stages of syphilis are: primary, secondary,","The disease has been divided into stages on the basis of clinical findings, which guide treatment an"
5247,Eng_Uga,"Sexually Transmitted Infections (STIs) may not cause death directly, but some may cause serious heal",Sexually Transmitted Infections (STIs) may not cause death directly but some may cause serious healt
5251,Eng_Uga,"Genital Herpes or Herpes Simplex Virus (HSV), also known as Herpes originated and evolved in Africa ","In 2013, hepatitis B was thought to have originated in birds. Then in 2015, fish were thought to be "
5253,Eng_Uga,"Managing body hair is a personal choice, and it's important to do what makes you comfortable. Here a","Check out websites, podcasts, or books aimed at young people, read trusted resources, talk to health"
5256,Eng_Uga,"The only way to completely avoid STIs is to not have vaginal, anal, or oral sex. If you are sexually","People with symptoms of oral Genital herpes or Herpes Simplex Virus (HSV), also known as Herpes shou"
5260,Eng_Uga,Herpes is a viral infection (caused by a virus) but it is not treated with the same medications as H,"""Currently, Hepatitis B has no medication; treatment depends on whether it is acute (short-term) or "
5266,Eng_Uga,Chlamydia infections also known as Chlamydial Genitourinary Infections spread through sexual contact,The only way to completely avoid Chlamydia also known as Chlamydial Genitourinary infection is to no
5271,Eng_Uga,You should consider doing a Herpes test when you have genital symptoms that could be related to herp,"Since these diseases can be given to other people when you have sex with them, you should notify eve"
5277,Eng_Uga,"No, most cases of gonorrhoea can be prevented with consistent and correct condom use in every sexual","Erectile Dysfunction(ED) is the failure to achieve and/or sustain an erection. Oftentimes, the cause"
5278,Eng_Uga,Your need for a sexual health checkup or test depends on your own danger for getting Sexually Transm,Your need for a sexual health checkup or test depends on your own risk of getting Sexually Transmitt
5285,Eng_Uga,"Incorporating HIV patients into society is essential to reduce stigma, promote inclusivity, and supp",Reducing stigma associated with HIV and other infections within a community is crucial for promoting
5287,Eng_Uga,"Your HIV status is yours to share and you should not feel pressured to tell anyone. However, telling","Disclosing one's HIV/AIDS status is a deeply personal decision, and there are several complex reason"
5288,Eng_Uga,Preventing yourself from having sex is a personal choice that depends on your individual circumstanc,"Preventing yourself from engaging in sexual activity is a personal choice, and the methods you can u"
5290,Eng_Uga,You can get syphilis by having direct contact with a syphilis sore. The contact can occur during any,Syphilis develops in stages. The symptoms vary with each stage. But the stages may overlap. And the 
5291,Eng_Uga,"Gonorrhea is a common, preventable and curable bacterial sexually transmitted infection that affects","Gonorrhea is a common, preventable and curable bacterial sexually transmitted infection that affects"
5294,Eng_Uga,"As of 2024. there is currently no licensed vaccine to prevent Gonorrhea infection. However, there is","As of 2024, there is currently no licensed vaccine to prevent infection with Gonorrhea anywhere in t"
5296,Eng_Uga,"The disease has been divided into stages on the basis of clinical findings, which guide treatment an","There are many STIs—including chlamydia, gonorrhea. Primarily hepatitis B, HIV, and syphilis can als"
5299,Eng_Uga,Herpes can only be diagnosed at a health center. You cannot test for it at home or using any radiolo,Herpes can only be diagnosed at a health centre. You cannot test for it at home or using any radiolo
5301,Eng_Uga,"Gonorrhea is caused by an infection from Neisseria gonorrhea bacteria. When caught early, most cases","Gonorrhea is caused by bacteria Neisseria gonorrhea bacteria. When caught early, most cases of gonor"
5303,Eng_Uga,It is important to get tested for HIV at the start of a relationship because that way you will know ,If you've had sexual contact with someone who is HIV positive and are concerned about your own statu
5306,Eng_Uga,Confronting someone about their HIV status can be a sensitive and delicate matter. It's important to,"There are several professionals and individuals you can discuss HIV-related concerns with, depending"
5312,Eng_Uga,"No, there is no licensed vaccine for HIV.","Currently, there is no approved vaccine for HIV/AIDS available for public use. However, significant "
5316,Eng_Uga,"Antibiotics are usually recommended if tests have shown you have Gonorrhoea.  In most cases, treatme",Treatment typically involves one shot (injection) of ceftriaxone. Your provider will determine your 
5319,Eng_Uga,"Genital Herpes or Herpes Simplex Virus (HSV), also known as herpes is a highly contagious disease. I","Genital Herpes or Herpes Simplex Virus (HSV), also known as Herpes originated and evolved in Africa "
5331,Lug_Uga,Bamaama abalina Akawuka akaleeta Siriimu bakubirizibwa okumira obulungi eddagala erikaweweeza. Kino ,"Bw’okizuula nti omwagalwa wo alina Akawuka akaleeta Siriimu, kirungi embeera eno ogikwate n’obwegend"
5333,Lug_Uga,Enkola eweweeza ku Kawuka akaleeta Siriimu bwe bujjanjabi obw’omutindo eri abantu ssekinnoomu abawan,"Enkola ey'okuweweeza ku Kawuka akaleeta Siriimu tewonyeza ddala Kawuka kano, naye esobolera ddala ok"
5334,Lug_Uga,"Okwewala Obuwuka obuleeta Obulwadde bw'Ekikaba n’okwongera ku mutindo gw'enkola z'okwegatta, kikulu ",Obuwuka obuleeta Obulwadde bw'Ekikaba busobola okuleetera abantu ebizibu eby'enjawulo n'ekitundu oku
5335,Lug_Uga,Okukulaakulanya enkolagana ennungi n’emikwano mu kiseera ky’obuvubuka kyetaagisa nnyo ku lw'obulungi,Okwaŋŋanga okukozesa ebiragalalagala kusoomooza nnyo naye waliwo emitendera gy'osobola okuyitamu oku
5344,Lug_Uga,Abantu abamu baagala okugabana embeera yaabwe n'omuntu ate abalala tebaagala. Okubuulirako omuntu ku,Kizibu okusalawo oba olina okubuulira omubeezi wo ku bivudde mu kukeberebwa Akawuka akaleeta Siriimu
5346,Lug_Uga,Akawuka akaleeta Siriimu okusinga kasaasaanyizibwa nga kayita mu mazzi ag'omu mubiri agalimu akawuka,"Ne bwe wabaawo okuwanyisiganya amalusu, okutwalira awamu okunywegeragana tekutwalibwa ng’engeri enku"
5347,Lug_Uga,"Bw’oba ozuuliddwa nti olina Akawuka akaleeta Siriimu, kikulu okukola emitendera egiwerako egy’amangu","Siri musawo mukugu, naye nsobola okuwaayo ebimu ku bikwata ku mulamwa guno mu bulambalamba. Kikulu o"
5348,Lug_Uga,"Kya bulijjo ddala; abantu bangi bawulira ensonyi mu ngeri y’emu, naye kikulu okwogera mu lwatu ku bi",Yogerako n’omuntu omukulu gwe weesiga oba ekifo mw'osobola okuggya obubaka obwesigika ku mutimbagano
