idx,subset,ref,wr_9A_global_rl_heavy,wr_9A_global_balanced,wr_9A_global_rougel_heavy,wr_9B_lugswa_rl_heavy,wr_9B_lugswa_balanced,wr_9B_lugswa_rougel_heavy,wr_9C_direct_BGE_top5,wr_9C_direct_BGE_top10,wr_9C_direct_BGE_top20,wr_9_routed,wr_stage5_routed
6419,Swa_Ken,PrEP hufanya kazi kwa kuzuia kujirudia kwa virusi vya ukimwi katika mwili wako. Ikiwa umeambukizwa v,0.1358,0.1358,0.1358,0.1177,0.1177,0.1216,0.1177,0.1177,0.1177,0.1177,0.1177
6420,Swa_Ken,Hii inarejelea wakati mzigo wako wa virusi uko chini sana hivi kwamba kipimo cha damu hakiwezi kuipi,0.1328,0.1328,0.1328,0.1419,0.1419,0.1419,0.1419,0.1419,0.0925,0.1419,0.1419
6421,Swa_Ken,"Inapochukuliwa kama ilivyoagizwa na kutumiwa ipasavyo, PrEP (Pre-Exposure Prophylaxis) ina ufanisi m",0.2025,0.2025,0.2025,0.74,0.74,0.74,0.2094,0.74,0.74,0.74,0.2094
6422,Swa_Ken,"Iwapo utagunduliwa kuwa na virusi vya ukimwi (Virusi vya Upungufu wa Kinga Mwilini), mambo kadhaa mu",0.3306,0.2404,0.2145,0.1434,0.1434,0.1434,0.2404,0.2404,0.2404,0.1434,0.1434
6423,Swa_Ken,Magonjwa nyemelezi (OIs) ni magonjwa ambayo hutokea mara kwa mara na ni makali zaidi kwa watu wenye ,0.1065,0.1374,0.1065,0.1374,0.1374,0.1374,0.1065,0.1374,0.1374,0.1374,0.1374
6424,Swa_Ken,Kuchukua dawa za virusi vya ukimwi ni njia bora ya kuzuia kupata OI. Dawa ya virusi vya ukimwi inawe,0.1538,0.1538,0.1538,0.1538,0.1538,0.74,0.1538,0.1538,0.1538,0.1538,0.74
6425,Swa_Ken,HAPANA. Imani huwasaidia watu wengi wenye virusi vya ukimwi kukabiliana na matatizo yanayoletwa na u,0.1136,0.1136,0.1136,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6426,Swa_Ken,"Hapana, maambukizi ya njia ya mkojo (UTI) hayaainishwi kama maambukizo ya zinaa (STI). UTI husababis",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6427,Swa_Ken,"Ndiyo, kuna mbinu kadhaa za ufanisi za kuzuia maambukizi ya Ukimwi mbali na kujizuia na kumeza vidon",0.1923,0.1923,0.3051,0.1916,0.1916,0.1916,0.3051,0.3051,0.3051,0.1916,0.1916
6428,Swa_Ken,Hatua zinazochukuliwa kuzuia maambukizi ya Ukimwi kutoka kwa mama kwenda kwa mtoto (PMTCT) kimsingi ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6429,Swa_Ken,Kuambukiza zaidi ya aina moja ya Ukimwi huitwa maambukizi ya juu zaidi au maambukizi mawili. Ni jamb,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6430,Swa_Ken,"virusi vya ukimwi (Virusi vya Upungufu wa Kinga ya Binadamu) vinaweza kuathiri watu wa rika zote, pa",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6431,Swa_Ken,"Ili kujua kiwango chako cha virusi vya UKIMWI, unahitaji kufanyiwa kipimo maalum cha damu kinachoitw",0.164,0.164,0.164,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6432,Swa_Ken,Inawezekana kupata Ukimwi (Virusi vya Upungufu wa Kinga ya Binadamu) kwa kuambukizwa mara moja na vi,0.2827,0.2827,0.2827,0.1254,0.1254,0.1254,0.0789,0.1782,0.1782,0.1254,0.1254
6433,Swa_Ken,Matarajio ya maisha ya mtu anayeishi na Ukimwi ambaye anatumia tiba ya kurefusha maisha (ART) yameon,0.1959,0.1959,0.1959,0.74,0.74,0.74,0.1959,0.2204,0.2204,0.74,0.74
6434,Swa_Ken,"Hapana, ukila na mtu mwenye virusi vya ukimwi huwezi kupata virusi vya ukimwi isipokuwa wote wawili ",0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.157,0.1144
6435,Swa_Ken,"Tukio la erections(kustedi) kwa wanaume ni jambo la kawaida, na wakati mwingine hutokea bila udhibit",0.133,0.133,0.133,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6436,Swa_Ken,Hatua za kuzuia Ukimwi (Virusi vya Upungufu wa Kinga ya Binadamu) zinalenga kupunguza hatari ya maam,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.222,0.222,0.74,0.222
6437,Swa_Ken,"Kujumuisha wagonjwa wa Ukimwi katika jamii ni muhimu ili kupunguza unyanyapaa, kukuza ushirikishwaji",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6438,Swa_Ken,Hii ni juu yako. Kumbuka kwamba kondomu ndiyo aina pekee ya uzazi wa mpango ambayo inazuia watu kupa,0.0936,0.1353,0.0531,0.1353,0.1353,0.1353,0.0936,0.0531,0.0531,0.1353,0.1353
6439,Swa_Ken,"Inapotumiwa kwa usahihi na mara kwa mara, kondomu ni nzuri sana katika kuzuia magonjwa ya zinaa ikiw",0.74,0.74,0.74,0.2093,0.2093,0.2093,0.2093,0.1243,0.1243,0.2093,0.1243
6440,Swa_Ken,"Ikiwa wewe ni mjamzito na una Ukimwi, kuna mbinu zilizowekwa vizuri za kupunguza hatari ya kumwambuk",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6441,Swa_Ken,"Ndiyo, kushiriki kwa vinyago vya ngono kunaweza kusababisha kuenea kwa magonjwa ya zinaa (STIs) mion",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6442,Swa_Ken,"Ndiyo, ni kweli kwamba mtu aliyepewa sifa ya kugundua virusi vya ukimwi, Dk. Luc Montagnier, hakuten",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6443,Swa_Ken,"Hapana, kuwa na virusi vya ukimwi (Virusi vya Upungufu wa Kinga Mwilini) haimaanishi kwamba bila sha",0.2849,0.2849,0.2849,0.3403,0.3403,0.3403,0.2849,0.3403,0.3403,0.3403,0.2849
6444,Swa_Ken,Dawa halisi zitatofautiana kulingana na miongozo katika nchi yako. Baadhi ya aina za matibabu ya vir,0.1382,0.1382,0.1382,0.74,0.74,0.74,0.1341,0.1341,0.1341,0.74,0.74
6445,Swa_Ken,Unapomshauri mtu ambaye amegunduliwa kuwa na virusi vya ukimwi (Virusi vya Upungufu wa Kinga ya Mwan,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6446,Swa_Ken,"Hapana, Ukimwi haiwezi kuponywa ndani ya saa 24 baada ya kujamiiana au kipindi chochote kifupi baada",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6447,Swa_Ken,"Watu wengine wanafikiri hawako hatarini, wakati wengine wanaogopa matokeo ya kipimo yenyewe.",0.0172,0.0172,0.0312,0.0725,0.0312,0.0172,0.0347,0.0347,0.0312,0.0725,0.0312
6448,Swa_Ken,Matibabu ya virusi vya ukimwi huhusisha mchanganyiko wa dawa kadhaa katika kidonge kimoja. Shirika l,0.74,0.74,0.74,0.74,0.74,0.74,0.1168,0.0878,0.0878,0.74,0.74
6449,Swa_Ken,Ndiyo. Unaweza kuchukua dawa ili kuzuia kusambaza maambukizi kwa mtoto wako ambaye hajazaliwa,0.0595,0.0595,0.0595,0.0595,0.0595,0.0595,0.0595,0.0595,0.0595,0.0595,0.0272
6450,Swa_Ken,Ikiwa unajali kuhusu faragha na unapendelea kupima Ukimwi katika kituo tofauti ambapo kuna uwezekano,0.0766,0.0766,0.0766,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6451,Swa_Ken,"Dalili za virusi vya ukimwi/UKIMWI zinaweza kutofautiana kati ya mtu na mtu, na ingawa hakuna tiba y",0.2663,0.2663,0.2663,0.2663,0.2663,0.2208,0.2663,0.2663,0.1881,0.2663,0.2208
6452,Swa_Ken,"Dalili za virusi vya ukimwi/UKIMWI zinaweza kutofautiana kati ya mtu na mtu, na ingawa hakuna tiba y",0.1881,0.1881,0.2032,0.2032,0.2032,0.2032,0.2032,0.1881,0.1881,0.2032,0.2032
6453,Swa_Ken,"Ikiwa marafiki wako wanakuwekea shinikizo la kuwa na rafiki wa kike, ni muhimu kukumbuka kwamba mais",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6454,Swa_Ken,Muda wa maisha wa mtu anayeishi na Ukimwi unaweza kutofautiana sana kulingana na mambo kadhaa. Pamoj,0.2431,0.2431,0.2431,0.2431,0.2431,0.2431,0.332,0.2431,0.2431,0.2431,0.2431
6455,Swa_Ken,"Ni muhimu kuepuka kutoa maelezo ya jumla kuhusu tabia ya watu walio na virusi vya ukimwi, kwani miit",0.2273,0.2598,0.2273,0.1947,0.1947,0.1947,0.17,0.17,0.158,0.1947,0.1396
6456,Swa_Ken,Dalili zinazofanana na mafua huonekana karibu wiki mbili hadi nne baada ya kuambukizwa na zinaweza k,0.1644,0.1644,0.1644,0.0673,0.0673,0.0673,0.0673,0.0673,0.0673,0.0673,0.0415
6457,Swa_Ken,Ukimwi (Virusi vya Upungufu wa Kinga ya Mwanadamu) huambukizwa kupitia viowevu maalum vya mwili amba,0.1719,0.1719,0.1719,0.1013,0.1013,0.1013,0.1013,0.1719,0.1719,0.1013,0.1013
6458,Swa_Ken,Akina mama walio na Virusi Vya Ukimwi wanaopata matibabu wakati wa ujauzito wana nafasi ndogo zaidi ,0.18,0.18,0.1736,0.18,0.18,0.18,0.0937,0.1624,0.1624,0.18,0.1072
6459,Swa_Ken,"Ukipima kuwa na virusi vya ukimwi, bado unaweza kuzaa watoto wasio na virusi vya ukimwi! Unaweza kuc",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.2085,0.74,0.74
6460,Swa_Ken,"Unyanyapaa unaohusishwa na Ukimwi/UKIMWI ni suala tata lenye mizizi mirefu ya kihistoria, kitamaduni",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6461,Swa_Ken,Ni muhimu kudumisha uhusiano mzuri na mipaka na wengine ili kuepuka kujisikia vibaya au kutoridhika ,0.1498,0.1498,0.1498,0.1385,0.1385,0.1385,0.1385,0.1535,0.051,0.1385,0.1385
6462,Swa_Ken,Haiwezekani kuamua kama mtu ameambukizwa Ukimwi kulingana na sura yake tu au kwa kutazama macho yake,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.2979
6463,Swa_Ken,"""Ikiwa unafanya mapenzi na mtu wakati wa hedhi, inaweza kutibu maumivu ya tumbo?Kufanya ngono wakati",0.1873,0.1873,0.1873,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6464,Swa_Ken,Kufanya uchaguzi wa kazi ni uamuzi mkubwa ambao utakuwa na athari kwenye trajectory ya maisha yako. ,0.1041,0.1041,0.1041,0.107,0.107,0.107,0.1041,0.1041,0.1041,0.107,0.0871
6465,Swa_Ken,Kuna njia moja tu ya kujua kama una Virusi Vya Ukimwi au la. Hii ni kupitia kipimo maalum cha damu a,0.2937,0.2937,0.2937,0.74,0.74,0.74,0.74,0.2242,0.2242,0.74,0.74
6466,Swa_Ken,Kiwango cha hofu na wasiwasi kinachohusiana na Ukimwi na  virusi vya korona kinaweza kutofautiana kw,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6467,Swa_Ken,Virusi vya Upungufu wa Kinga Mwilini (Ukimwi) vina utofauti wa kijenetiki unaoiwezesha kukua na kuwa,0.1134,0.1134,0.1134,0.1628,0.1628,0.1628,0.1628,0.1628,0.1396,0.1628,0.1628
6468,Swa_Ken,"Ingawa hakuna hatari ya virusi, kutotambulika hakukuzuii kupata au kuambukiza magonjwa mengine ya zi",0.1685,0.1685,0.1685,0.1685,0.1685,0.1685,0.1685,0.1685,0.1685,0.1685,0.1685
6469,Swa_Ken,Ikiwa unashuku kuwa umeambukizwa virusi vya ukimwi au umejihusisha na tabia ambazo zinaweza kukuweka,0.1674,0.1674,0.1674,0.1353,0.1353,0.1353,0.1353,0.1353,0.1353,0.1353,0.2085
6470,Swa_Ken,"Upimaji wa virusi vya ukimwi sio lazima katika maeneo na hali nyingi, lakini inashauriwa sana kwa sa",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6471,Swa_Ken,Hatari ya kuambukizwa Ukimwi au magonjwa mengine ya zinaa (STIs) kwa njia ya ngono ya mdomo kwa ujum,0.1942,0.74,0.1942,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6472,Swa_Ken,Kuumwa kichwa mara kadhaa wakati wa usiku na kutokwa na jasho pekee sio dalili mahususi za Ukimwi (V,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6473,Swa_Ken,"Ndiyo, ni muhimu kupima mtoto wako kwa virusi vya ukimwi hata kama ulichukua matibabu wakati wa ujau",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6474,Swa_Ken,Muda unaochukua kwa mtu aliye na virusi vya ukimwi (Virusi vya Upungufu wa Kinga Mwilini) kupata UKI,0.1651,0.1651,0.1651,0.1651,0.1651,0.1651,0.3139,0.2868,0.2868,0.1651,0.1651
6475,Swa_Ken,"Si vibaya kwenda kupima baada ya muda mfupi, kama vile wiki 2, ikiwa una sababu maalum ya kuwa na wa",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6476,Swa_Ken,"Samahani sana kusikia kwamba mtu fulani anahisi hivi, lakini siwezi kutoa usaidizi unaohitajika. Ni ",0.1336,0.1336,0.1336,0.127,0.1184,0.127,0.1408,0.127,0.127,0.127,0.127
6477,Swa_Ken,"Baadhi ya watu hupata matokeo mabaya, kama vile hali yao kuenea kote kwa watu ambao hawapaswi kujua ",0.74,0.74,0.74,0.0529,0.0529,0.0529,0.054,0.0392,0.0392,0.0529,0.054
6478,Swa_Ken,Wakati mtu aliye na Ukimwi anatumia tiba ya kurefusha maisha ya kurefusha maisha (ART) na amepata na,0.2917,0.2917,0.1471,0.2917,0.2917,0.2917,0.2917,0.2917,0.2917,0.2917,0.2917
6479,Swa_Ken,"Samahani, lakini sina ufikiaji wa data mahususi kuhusu idadi ya maambukizo ya Ukimwi katika chuo kik",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6480,Swa_Ken,Uwezekano wa mimba kutokea kabla au wakati wa siku za mwanzo za hedhi (wakati hedhi zinakaribia kuan,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6481,Swa_Ken,"Kuamua ni nani wa kushiriki naye maelezo ya kibinafsi au mada nyeti ni uamuzi muhimu, kwani unaweza ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6482,Swa_Ken,Ina maana kwamba matibabu ni kudhibiti virusi vya ukimwi katika mwili wako. Hii italinda mfumo wako ,0.1083,0.1083,0.1403,0.74,0.0688,0.74,0.1083,0.1083,0.1083,0.74,0.2061
6483,Swa_Ken,"Uzazi wa mpango wa dharura, ambao mara nyingi hujulikana kama ""Mpango B"" au ""kidonge cha asubuhi,"" i",0.74,0.74,0.74,0.1813,0.1813,0.1813,0.1795,0.2467,0.2467,0.1813,0.74
6484,Swa_Ken,"Kuambukizwa Ukimwi haimaanishi kwamba utakufa. Pamoja na maendeleo katika matibabu, hasa tiba ya kur",0.74,0.74,0.74,0.74,0.74,0.74,0.1818,0.1818,0.1818,0.74,0.74
6485,Swa_Ken,"Kuoga baada ya kujamiiana hakuzuii magonjwa ya zinaa, lakini kondomu na kondomu za ndani. Mojawapo y",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6486,Swa_Ken,"Ndiyo, hata kama mwanamume ataondoa uume wake, bado kuna hatari ya kuambukizwa kwa sababu virusi vya",0.1182,0.1182,0.1182,0.0751,0.0751,0.0751,0.0567,0.1182,0.0598,0.0751,0.0598
6487,Swa_Ken,"Hapana, huwezi kupata Ukimwi kwa kumgusa tu mtu ambaye ana Ukimwi. Virusi vya UKIMWI (Virusi vya Upu",0.74,0.1505,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6488,Swa_Ken,Kushiriki tendo la ngono na mpenzi ambaye ana maambukizi ya magonjwa ya zinaa (STI) kunaweza kuleta ,0.1922,0.1922,0.1922,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6489,Swa_Ken,"Kuna kipindi cha dirisha wakati kipimo hakiwezi kugundua maambukizi, ingawa bado unaweza kuambukizwa",0.74,0.74,0.74,0.095,0.1085,0.095,0.0529,0.0529,0.0529,0.095,0.1076
6490,Swa_Ken,Ili kupata TB kwa kawaida unahitaji kutumia muda mwingi katika mawasiliano ya karibu na mtu aliye na,0.1396,0.1396,0.1396,0.1144,0.1144,0.1144,0.1144,0.1144,0.1144,0.1144,0.0983
6491,Swa_Ken,"Ndiyo, inawezekana kwa watu binafsi kushiriki tendo la ndoa na kutopata Ukimwi (virusi vya upungufu ",0.134,0.126,0.126,0.1004,0.1004,0.1004,0.1004,0.1004,0.126,0.1004,0.1004
6492,Swa_Ken,Hii inarejelea wakati kutoka kwa mfiduo wa virusi hadi wakati kipimo kinaweza kugundua virusi kwenye,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.185,0.74
6493,Swa_Ken,"Ndiyo, dawa za kurefusha maisha zinatumika kudhibiti na kutibu Ukimwi. Zinasaidia kudhibiti uzazi wa",0.1921,0.1921,0.1921,0.1921,0.1921,0.1921,0.1156,0.1005,0.1005,0.1921,0.1319
6494,Swa_Ken,"Kulingana na Vituo vya Kudhibiti na Kuzuia Magonjwa (CDC), dalili za kimsingi za Ukimwi zinaweza kuo",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1444,0.1444,0.74,0.74
6495,Swa_Ken,Kumsaidia rafiki ambaye ana Ukimwi/UKIMWI kunaweza kuleta mabadiliko makubwa katika ustawi wao na ub,0.1446,0.1446,0.1446,0.165,0.74,0.74,0.74,0.165,0.165,0.165,0.74
6496,Swa_Ken,"Kushiriki tendo la ndoa na wapenzi wengi, bila kujali jinsia, kunaweza kuongeza hatari ya kuambukizw",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6497,Swa_Ken,Hapana. Mbu na wadudu wengine hawawezi kusambaza virusi vya ukimwi kwa sababu miili yao haifai kwa v,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6498,Swa_Ken,Muda wa Post-Exposure Prophylaxis (PEP) kwa Ukimwi kwa kawaida huhusisha kutumia dawa za kurefusha m,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1959
6499,Swa_Ken,Ili kupata TB kwa kawaida unahitaji kutumia muda mwingi katika mawasiliano ya karibu na mtu aliye na,0.0897,0.0897,0.1693,0.1693,0.1693,0.1257,0.1693,0.1693,0.0535,0.1693,0.1693
6500,Swa_Ken,"Uzazi wa mpango wa dharura, ambao mara nyingi hujulikana kama ""Mpango B"" au ""kidonge cha asubuhi,"" u",0.3166,0.3166,0.3166,0.3166,0.3166,0.3166,0.3166,0.3166,0.3166,0.3166,0.3166
6501,Swa_Ken,Kiwango cha hofu na wasiwasi kinachohusiana na Ukimwi na  virusi vya korona kinaweza kutofautiana kw,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6502,Swa_Ken,"Ulimwenguni kote, njia mbili za kawaida ambazo Virusi Vya Ukimwi hupitishwa kutoka kwa mtu mmoja had",0.1599,0.1599,0.1599,0.1599,0.1599,0.1599,0.1904,0.1904,0.1904,0.1599,0.1599
6503,Swa_Ken,"""Maambukizi ya virusi vya ukimwi (Virusi vya UKIMWI) mara nyingi huendelea kwa hatua, na dalili zina",0.3201,0.3201,0.3201,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6504,Swa_Ken,Ni muhimu kupima virusi vya ukimwi mwanzoni mwa uhusiano kwa sababu kwa njia hiyo utajua hali yako n,0.1306,0.1306,0.1306,0.1306,0.1306,0.1306,0.1306,0.1306,0.1306,0.1306,0.1306
6505,Swa_Ken,"Ndiyo, hata kama mwanamume ataondoa uume wake, bado kuna hatari ya kuambukizwa kwa sababu virusi vya",0.0567,0.0751,0.058,0.0751,0.0751,0.0751,0.1182,0.0751,0.0751,0.0751,0.1182
6506,Swa_Ken,"Pombe: Unywaji pombe kupita kiasi, haswa unywaji pombe kupita kiasi, inaweza kuwa sababu muhimu ya h",0.213,0.213,0.2135,0.1947,0.1947,0.1947,0.1947,0.1947,0.1947,0.1947,0.1947
6507,Swa_Ken,"Hapana, kuwa na virusi vya ukimwi (Virusi vya Upungufu wa Kinga Mwilini) haimaanishi kwamba bila sha",0.3403,0.3403,0.3403,0.3552,0.74,0.74,0.74,0.74,0.74,0.3552,0.1949
6508,Swa_Ken,Kuwa na wapenzi wengi huongeza hatari ya wewe kuwa na virusi vya ukimwi ikiwa unafanya nao ngono bil,0.1685,0.1685,0.1685,0.1216,0.1216,0.1216,0.1514,0.1514,0.1514,0.1216,0.1216
6509,Swa_Ken,"Hapana kabisa. Kufanya mapenzi na bikira kutawaweka katika hatari ya kuambukizwa ugonjwa huo. Aidha,",0.0713,0.0713,0.0713,0.0713,0.0713,0.0713,0.0713,0.0713,0.0713,0.0713,0.0713
6510,Swa_Ken,Samahani kusikia kuhusu kifo cha mama yako. Ikiwa unashuku kuwa mama yako anaweza kuwa amefariki kut,0.1688,0.1688,0.1688,0.1663,0.1663,0.1663,0.1663,0.1857,0.1857,0.1663,0.1663
6511,Swa_Ken,Kuna dawa unayoweza kutumia ili kuzuia kupata ukimwi baada ya kuambukizwa hivi majuzi. Zungumza na m,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0942,0.0942,0.74,0.1037
6512,Swa_Ken,Suala la unyanyapaa karibu na Ukimwi ni wasiwasi wa kimataifa. Kwa bahati mbaya hatuna udhibiti wa j,0.1311,0.1311,0.1311,0.1311,0.74,0.1311,0.1291,0.1311,0.0787,0.1311,0.0916
6513,Swa_Ken,"Sio magonjwa yote ya zinaa (STIs) yanatibika, lakini mengi yanaweza kutibiwa vyema kwa matibabu na d",0.3167,0.3167,0.3167,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6514,Swa_Ken,"Ndiyo, kuna mchakato wa kupata Pre-Exposure Prophylaxis (PrEP), ambayo ni dawa ya kuzuia kupunguza h",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6515,Swa_Ken,Uongo. Hata ngono moja bila kondomu inaweza kukuweka katika hatari ya kuambukizwa Virusi Vya Ukimwi.,0.1675,0.1675,0.1675,0.143,0.1435,0.1435,0.0933,0.1435,0.1435,0.143,0.1531
6516,Swa_Ken,Vipimo vya kingamwili kawaida hugundua virusi siku 23 - 90 baada ya kuambukizwa. ,0.0996,0.0996,0.0996,0.0881,0.0881,0.0881,0.0996,0.0996,0.0996,0.0881,0.0996
6517,Swa_Ken,"Hata kwa kubadilishana mate, kumbusu kwa ujumla haizingatiwi njia muhimu ya maambukizi ya Ukimwi. Ha",0.74,0.74,0.74,0.1575,0.1575,0.1575,0.1575,0.1575,0.1575,0.1575,0.74
6518,Swa_Ken,"Ndani yenyewe, saratani sio ugonjwa wa zinaa. Hata hivyo kuna baadhi ya magonjwa ya zinaa ambayo huo",0.154,0.154,0.154,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.154
6519,Swa_Ken,"Hiyo inategemea ulipo. Katika baadhi ya maeneo, unahitaji ruhusa kwa wazazi wako’ kabla ya kupata mt",0.0884,0.0884,0.0884,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0917
6520,Swa_Ken,"Ndiyo, maambukizo ya zinaa (STIs) na Ukimwi (Virusi vya Upungufu wa Kinga ya Binadamu) ni tofauti, k",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6521,Swa_Ken,Ikiwa mtu alizaliwa na virusi vya ukimwi na akachagua kutofichua hali yake ya virusi vya ukimwi kwa ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6522,Swa_Ken,"Ndiyo, inawezekana kufurahia maisha ya ngono yenye kuridhisha na ya kuridhisha ukiwa na Ukimwi. Kuwa",0.74,0.74,0.74,0.74,0.74,0.74,0.1728,0.74,0.74,0.74,0.1959
6523,Swa_Ken,"Ndiyo, lakini hakikisha kwamba mtoto wako anachukua matibabu yake kila siku. Bila matibabu, virusi v",0.74,0.74,0.74,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169
6524,Swa_Ken,"Tatu, zinazohusisha shughuli za ngono au uhusiano na watu watatu, si jambo geni na zimekuwepo katika",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1506,0.74,0.209
6525,Swa_Ken,Inasaidia akina mama wajawazito wanaopima Virusi Vya Ukimwi ili kupunguza hatari ya kupitisha Virusi,0.1695,0.1695,0.1695,0.191,0.191,0.191,0.191,0.191,0.1695,0.191,0.191
6526,Swa_Ken,"Iwapo umefanya ngono na unashuku kuwa umepata maambukizi ya magonjwa ya zinaa (STI), ni muhimu kuchu",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6527,Swa_Ken,"Ndiyo, inawezekana kwa mtu kuishi na Ukimwi bila kutumia tiba ya kurefusha maisha (ART), lakini inak",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6528,Swa_Ken,Unapaswa kusoma maagizo kila wakati kabla ya kufanya kipimo. Fuata maagizo ya mtengenezaji wakati wa,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0969,0.0455,0.74,0.0969
6529,Swa_Ken,"Muda unaochukua kwa virusi, kama vile Ukimwi (Virusi vya Upungufu wa Kinga Mwilini), kuenea ndani ya",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1459
6530,Swa_Ken,Ndiyo. Hata hivyo ni jambo lisilo la kawaida ikiwa utafuata ipasavyo matibabu yako na kubaki katika ,0.74,0.74,0.74,0.74,0.74,0.0555,0.0389,0.0306,0.0306,0.74,0.74
6531,Swa_Ken,Kupiga punyeto kwa ujumla huchukuliwa kuwa shughuli ya ngono ya kawaida na yenye afya kwa watu wengi,0.3078,0.3078,0.3078,0.74,0.74,0.74,0.2009,0.2009,0.2009,0.74,0.3078
6532,Swa_Ken,Kupendana ni uzoefu tata na wa aina nyingi wa kihemko na kisaikolojia ambao umewavutia wanadamu kwa ,0.74,0.74,0.74,0.74,0.74,0.74,0.1221,0.74,0.74,0.74,0.74
6533,Swa_Ken,PEP ni mchanganyiko wa vidonge vinavyopaswa kunywewa kila siku kwa muda wa wiki nne na kwa wakati mm,0.1009,0.1009,0.1188,0.1009,0.74,0.1009,0.0716,0.0673,0.0673,0.1009,0.0716
6534,Swa_Ken,Kutumia vifaa vya kupima Ukimwi/UKIMWI kwa kawaida huhusisha hatua zifuatazo. Tafadhali kumbuka kuwa,0.1247,0.1247,0.1247,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
6535,Swa_Ken,"Unyanyapaa unaohusishwa na Ukimwi/UKIMWI ni suala tata lenye mizizi mirefu ya kihistoria, kitamaduni",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
